	CW1eff_0_August_2024	CW3eff_4_April_2025	CW1MF01_4_April_2025	CW1MF02_4_April_2025	CW1MF05_4_April_2025	CW1MF06_4_April_2025	CW1MF09_4_April_2025	CW1MF10_4_April_2025	CW2MF01_4_April_2025	CW2MF02_4_April_2025	CW2MF05_4_April_2025	CW2eff_0_August_2024	CW2MF06_4_April_2025	CW2MF09_4_April_2025	CW2MF10_4_April_2025	CW3MF01_4_April_2025	CW3MF02_4_April_2025	CW3MF05_4_April_2025	CW3MF06_4_April_2025	CW3MF09_4_April_2025	CW3MF10_4_April_2025	CWinf_5_June_2025	CW3eff_0_August_2024	CW1eff_5_June_2025	CW2eff_5_June_2025	CW3eff_5_June_2025	CW1MF01_5_June_2025	CW1MF02_5_June_2025	CW1MF05_5_June_2025	CW1MF06_5_June_2025	CW1MF09_5_June_2025	CW1MF10_5_June_2025	CW2MF01_5_June_2025	CW1MF01_0_August_2024	CW2MF02_5_June_2025	CW2MF05_5_June_2025	CW2MF06_5_June_2025	CW2MF09_5_June_2025	CW2MF10_5_June_2025	CW3MF01_5_June_2025	CW3MF02_5_June_2025	CW3MF05_5_June_2025	CW3MF06_5_June_2025	CW3MF09_5_June_2025	CW1MF02_0_August_2024	CW3MF10_5_June_2025	CWinf_6_August_2025	CW1eff_6_August_2025	CW2eff_6_August_2025	CW3eff_6_August_2025	CW1MF01_6_August_2025	CW1MF02_6_August_2025	CW1MF05_6_August_2025	CW1MF06_6_August_2025	CW1MF09_6_August_2025	CW1MF05_0_August_2024	CW1MF10_6_August_2025	CW2MF01_6_August_2025	CW2MF02_6_August_2025	CW2MF05_6_August_2025	CW2MF06_6_August_2025	CW2MF09_6_August_2025	CW2MF10_6_August_2025	CW3MF01_6_August_2025	CW3MF02_6_August_2025	CW3MF05_6_August_2025	CW1MF06_0_August_2024	CW3MF06_6_August_2025	CW3MF09_6_August_2025	CW3MF10_6_August_2025	CWinf_7_October_2025	CW1eff_7_October_2025	CW2eff_7_October_2025	CW3eff_7_October_2025	CW1MF01_7_October_2025	CW1MF02_7_October_2025	CW1MF05_7_October_2025	CW1MF09_0_August_2024	CW1MF06_7_October_2025	CW1MF09_7_October_2025	CW1MF10_7_October_2025	CW2MF01_7_October_2025	CW2MF02_7_October_2025	CW2MF05_7_October_2025	CW2MF06_7_October_2025	CW2MF09_7_October_2025	CW2MF10_7_October_2025	CW3MF01_7_October_2025	CW1MF10_0_August_2024	CW3MF02_7_October_2025	CW3MF05_7_October_2025	CW3MF06_7_October_2025	CW3MF09_7_October_2025	CW3MF10_7_October_2025	CWinf_8_December_2025	CW1eff_8_December_2025	CW2eff_8_December_2025	CW3eff_8_December_2025	CW1MF01_8_December_2025	CW2MF01_0_August_2024	CW1MF02_8_December_2025	CW1MF05_8_December_2025	CW1MF06_8_December_2025	CW1MF09_8_December_2025	CW1MF10_8_December_2025	CW2MF01_8_December_2025	CW2MF02_8_December_2025	CW2MF05_8_December_2025	CW2MF06_8_December_2025	CW2MF09_8_December_2025	CW2MF02_0_August_2024	CW2MF10_8_December_2025	CW3MF01_8_December_2025	CW3MF02_8_December_2025	CW3MF05_8_December_2025	CW3MF06_8_December_2025	CW3MF09_8_December_2025	CW3MF10_8_December_2025	CW2MF05_0_August_2024	CW2MF06_0_August_2024	CW2MF09_0_August_2024	CW2MF10_0_August_2024	CW3MF01_0_August_2024	CW3MF02_0_August_2024	CW3MF05_0_August_2024	CW3MF06_0_August_2024	CW3MF09_0_August_2024	CW3MF10_0_August_2024	CWinf_1_October_2024	CW1eff_1_October_2024	CW2eff_1_October_2024	CW3eff_1_October_2024	CW1MF01_1_October_2024	CW1MF02_1_October_2024	CW1MF05_1_October_2024	CW1MF06_1_October_2024	CW1MF09_1_October_2024	CW1MF10_1_October_2024	CW2MF01_1_October_2024	CW2MF02_1_October_2024	CW2MF05_1_October_2024	CW2MF06_1_October_2024	CW2MF09_1_October_2024	CW2MF10_1_October_2024	CW3MF01_1_October_2024	CW3MF02_1_October_2024	CW3MF05_1_October_2024	CW3MF06_1_October_2024	CW3MF09_1_October_2024	CW3MF10_1_October_2024	CWinf_2_December_2024	CW1eff_2_December_2024	CW2eff_2_December_2024	CW3eff_2_December_2024	CW1MF01_2_December_2024	CW1MF02_2_December_2024	CW1MF05_2_December_2024	CW1MF06_2_December_2024	CW1MF09_2_December_2024	CW1MF10_2_December_2024	CW2MF01_2_December_2024	CW2MF02_2_December_2024	CW2MF05_2_December_2024	CW2MF06_2_December_2024	CW2MF09_2_December_2024	CW2MF10_2_December_2024	CW3MF01_2_December_2024	CW3MF02_2_December_2024	CW3MF05_2_December_2024	CW3MF06_2_December_2024	CW3MF09_2_December_2024	CW3MF10_2_December_2024	CWinf_3_February_2025	CW1eff_3_February_2025	CW2eff_3_February_2025	CW3eff_3_February_2025	CW1MF01_3_February_2025	CW1MF02_3_February_2025	CW1MF05_3_February_2025	CW1MF06_3_February_2025	CW1MF09_3_February_2025	CW1MF10_3_February_2025	CW2MF01_3_February_2025	CW2MF02_3_February_2025	CW2MF05_3_February_2025	CW2MF06_3_February_2025	CW2MF09_3_February_2025	CWinf_0_August_2024	CW2MF10_3_February_2025	CW3MF01_3_February_2025	CW3MF02_3_February_2025	CW3MF05_3_February_2025	CW3MF06_3_February_2025	CW3MF09_3_February_2025	CW3MF10_3_February_2025	CWinf_4_April_2025	CW1eff_4_April_2025	CW2eff_4_April_2025
Seq_5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	4	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_5001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
Seq_5002	0	12	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	36	16	0	0	0	0	0	0	0	0	0	0	9	0	0	29	5	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	7	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	6	7	0	0	0	0	0	0	0	0
Seq_5003	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	5	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_5004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_5005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_5006	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	16	20	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	13	0	0	0	30	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	5	0	0	0	0	11	0	0	0	0	0	0	0	0	0	10	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0	42	0	0	0	114	807	10	4	0	0	0	0	0	0	0	0	0	0	19	0	0	0	13	0	0	0	39	984	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	16	0	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	567	0	0	0	0	0	0	0
Seq_5007	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	42	22	0	7	0	0	0	10	0	0	0	0	11	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	7	9	0	0	0	0	8	80	38	0	0	88	0	0	0	0	0	9	17	15	10	0	0	0	0	0	0	0	0	11	0	65	19	0	0	0	32	0	10	0	0	0	19	6	10	32	0	0	0	0	0	0	0	9	155	0	0	75	0	0	16	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	5	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_5008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_5009	0	0	6	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	16	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1161	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	120	0	0	0	746	0	0	0	0	0	0	0	0	6	0	505	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	46	0	0	0	0	0	0	7	0	0	0	0	24	0	0	0	0
Seq_5010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_5011	16	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	342	0	173	0	78	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	6	0	0	0	0	0	0	0	0	0	0	0
Seq_5012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0
Seq_5013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
Seq_5014	70	0	0	0	0	0	25	15	0	0	0	47	0	0	0	0	3	58	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	63	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	25	0	8	0	9	46	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	210	0	0	0	15	42	0	0	0	0	0	0	0	0	41	46	0	180	0	0	0	0	503	0	29	0	0	0	35	0	7	0	0	0	0	36	0	0	0	59	0	0	0	0	28	119	26	47	23	0	137	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	6	0	0	0
Seq_5015	0	0	32	0	112	0	123	0	8	0	46	103	48	20	0	31	0	0	0	250	0	0	0	0	16	0	0	11	37	0	16	8	4	90	0	40	58	11	0	0	0	0	0	123	3	0	8	0	0	0	6	0	20	0	59	0	0	0	0	5	37	29	39	0	0	0	124	0	0	29	0	0	0	0	0	0	12	113	0	0	0	0	0	0	31	0	0	18	0	0	13	6	11	0	0	55	0	0	0	93	0	9	0	8	0	0	0	10	39	81	0	0	14	0	0	0	19	0	431	215	26	27	33	0	0	15	241	0	0	59	0	28	82	0	1098	8	181	66	300	9	32	642	109	42	120	26	0	0	127	0	0	107	11	0	253	0	515	0	298	11	85	3	247	119	0	0	325	0	6	0	182	0	0	31	0	0	15	0	111	0	146	0	17	0	170	132	16	17	0	120	0	0	0	176	0	0	31	0
Seq_5016	15	0	24	5	0	0	190	0	5	0	120	14	0	27	0	118	0	21	0	296	0	0	0	0	0	0	5	0	0	0	32	0	0	342	0	85	0	23	0	169	0	9	0	130	0	0	0	0	0	0	0	0	0	0	17	67	0	0	0	8	0	0	0	11	0	0	13	0	0	44	0	0	0	0	0	0	0	1442	0	49	0	0	0	0	0	0	0	13	4	0	15	0	16	0	0	0	0	0	0	39	0	0	0	0	0	0	0	3	0	12	0	0	6	0	0	0	12	0	927	0	52	0	79	0	27	0	606	0	0	0	12	0	62	21	51	42	376	5	43	0	59	0	65	0	86	0	0	5	120	0	0	0	0	0	42	0	5	0	116	6	8	0	80	0	8	0	257	0	0	18	20	0	0	0	0	0	0	0	0	4	27	3	0	0	66	0	4	7	0	77	0	0	0	65	0	0	11	0
Seq_5017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	10	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	3	0	0	0	0	0	0	0	50	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
Seq_5018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_5019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_5020	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	12	0	12	0	0	0	0	0	21	0	0	4	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3	17	11	0	0	0	0	0	0	6	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_5021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0
Seq_5022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
Seq_5023	0	0	4	0	13	0	0	0	0	0	5	0	5	49	0	0	0	9	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	22	0	0	83	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	16	0	0	0	0	0	895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	724	1964	0	0	0	0	0	4	0	0	0	0	0	5	0	41	0	0	0	0	0	6	101	410	0	0	0	0	6	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	78	0	0	0	0	0	9	122	0	0	0	0	0	0	0	28	0	0	0	3	0	0	132	102	0	0	0	0	0	0	0	0	0	0	0
Seq_5024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	8	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_5025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	121	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_5026	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
